Site,Cost 19/20 (Electric),Consumption 19/20 (Electric),Cost 18/19 (Electric),Consumption 18/19 (Electric),Cost 19/20 (Gas),Consumption 19/20 (Gas),Cost 18/19 (Gas) ,Consumption 18/19 (Gas),Total Cost 19/20,Total Consumption 19/20,"CO2e
(grams)",,,,CO2 Conversion factors,
Primary School - Seacroft Grange  ,"£15,497.75",92664.9,"£15,206.13",94689.7,"£4,162.40",119328.35,"£4,668.46",124435.11,"£19,660.15",211993.25,"24,535.44",,,,,
Primary School - Seven Hills  ,"£16,210.59",96852,"£14,846.05",97244.3,"£23,164.26",780874.4,"£10,825.46",287328.04,"£39,374.85",877726.4,"29,487.37",,,,,
Primary School - Shadwell  ,"£16,171.31",91532.2,"£12,224.82",74582.9,"£5,599.73",146126.63,"£6,017.02",162423.91,"£21,771.04",237658.83,"24,539.54",,,,,
Primary School - Shakespeare  ,"£28,411.97",174469.9,"£23,776.92",128802,"£10,195.91",262733.34,"£11,036.99",264510.98,"£38,607.88",437203.24,"46,677.33",,,,,
Primary School - Sharp Lane  ,"£29,307.76",166360.7,"£23,943.74",147382.4,"£12,672.11",369951.55,"£12,226.43",345543.28,"£41,979.87",536312.25,"45,110.45",,,,,
Primary School - Shire Oak Church of England  ,"£10,658.87",77067.1,"£11,825.04",90511.6,"£5,544.27",203931.6,"£5,871.94",223043.88,"£16,203.14",280998.7,"20,830.93",,,,,
Primary School - Southroyd  ,"£26,994.40",151255.9,"£23,271.90",142416.4,"£8,139.04",312734.7,"£9,000.71",317447.82,"£35,133.44",463990.6,"40,323.65",,,,,
Primary School - St Anthonys Roman Catholic  ,"£9,314.00",63478.8,"£8,499.54",61914.7,"£3,947.26",145979.71,"£4,074.65",140717.98,"£13,261.26",209458.51,"17,031.53",,,,,
"Primary School - St Augustine's Roman Catholic Primary,  Nursery  ","£18,542.44",134698.1,"£17,666.73",134481.6,"£10,324.57",426658.11,"£9,440.54",376362.03,"£28,867.01",561356.21,"36,537.94",,,,,
Primary School - St Bartholomews Church of England  ,"£22,720.27",170547.4,"£21,192.45",159347.6,"£11,768.91",433005.35,"£9,531.76",337736.31,"£34,489.18",603552.75,"45,996.07",,,,,
Primary School - St Edwards Catholic  ,"£7,211.42",47649.7,"£6,717.03",47849.2,"£4,904.17",187848.91,"£5,004.16",174137.75,"£12,115.59",235498.61,"13,181.09",,,,,
Primary School - St Francis Roman Catholic - Morley  ,"£13,450.12",94103.2,"£11,931.62",88724.1,"£3,887.65",137769.58,"£5,073.24",163374.6,"£17,337.77",231872.78,"24,846.95",,,,,
Primary School - St Josephs Catholic - Hunslet  ,"£11,083.91",76516,"£11,002.18",81740.5,"£5,001.53",189618.63,"£5,555.45",207953.14,"£16,085.44",266134.63,"20,579.20",,,,,
Primary School - St Josephs Catholic - Wetherby  ,"£7,061.45",47571.6,"£6,995.46",51067.9,"£3,845.45",145290.95,"£4,082.85",147714.42,"£10,906.90",192862.55,"12,944.85",,,,,
Primary School - St Mary's Church of England  ,"£6,834.02",45842,"£7,141.38",52219,"£2,828.66",94194.11,"£2,994.88",100146.04,"£9,662.68",140036.11,"12,295.05",,,,,
Primary School - St Matthews Church of England  ,"£12,620.41",85478.7,"£11,921.67",86538.5,"£9,665.60",345042.77,"£17,842.04",336105.35,"£22,286.01",430521.47,"23,822.84",,,,,
Primary School - St Nicholas Roman Catholic  ,"£10,479.08",71433.3,"£9,944.99",72622.2,"£5,722.51",204482.39,"£5,926.92",209360.95,"£16,201.59",275915.69,"19,427.35",,,,,
Primary School - St Oswalds Church of England Junior  ,"£9,539.66",69984.1,"£11,325.53",82133.8,"£5,972.58",209908.29,"£5,786.43",215258.84,"£15,512.24",279892.39,"19,108.01",,,,,
Primary School - St Patricks Roman Catholic  ,"£10,521.12",71793.1,"£9,346.00",68054.5,"£5,819.12",225032.12,"£6,033.54",218129.99,"£16,340.24",296825.22,"19,539.05",,,,,
Primary School - St Paul's Catholic  ,"£10,522.16",71712.7,"£10,501.50",76748,"£5,937.87",243852,"£6,311.50",255760.48,"£16,460.03",315564.7,"19,542.75",,,,,
Primary School - St Peters Church of England  ,"£9,733.54",73678.4,"£9,087.25",74986.7,"£5,244.09",197379.07,"£6,039.31",207963.27,"£14,977.63",271057.47,"19,903.46",,,,,
Primary School - St Philips Catholic Primary and Nursery  ,"£8,031.07",54664.4,"£7,214.31",52563.1,"£6,836.70",274651.09,"£6,981.26",241490.95,"£14,867.77",329315.49,"15,368.82",,,,,
Primary School - St Theresas Roman Catholic  ,"£18,164.87",112490.6,"£17,935.10",131263.3,"£19,276.97",719645.18,"£16,120.52",554755.42,"£37,441.84",832135.78,"32,690.50",,,,,
Primary School - St Urbans Roman Catholic  ,"£11,483.71",78308.4,"£10,702.43",78162.6,"£2,429.24",80804.95,"£2,955.88",108025.41,"£13,912.95",159113.35,"20,511.87",,,,,
Primary School - Stanningley  ,"£8,496.35",47570.2,"£8,237.34",50028.4,"£4,226.61",127016.24,"£4,169.55",120520.11,"£12,722.96",174586.44,"13,022.36",,,,,
Primary School - Strawberry Fields  ,"£11,743.78",86334.2,"£11,954.71",93518.5,"£5,628.78",218246.16,"£5,891.76",213208.25,"£17,372.56",304580.36,"23,216.87",,,,,
Primary School - Summerfield  ,"£17,438.89",106407.9,"£18,119.66",113567.4,"£11,345.65",343306.43,"£10,321.18",319410.54,"£28,784.54",449714.33,"29,515.55",,,,,
Primary School - Swarcliffe  ,"£19,432.24",115995.5,"£18,523.50",118491.4,"£9,247.08",265868.05,"£9,639.34",284811.89,"£28,679.32",381863.55,"31,537.44",,,,,
Primary School - Swinnow  ,"£17,691.58",99212,"£16,867.71",103282.2,"£10,542.39",298019.91,"£10,445.67",282971.37,"£28,233.97",397231.91,"27,512.19",,,,,
Primary School - Talbot  ,"£13,064.85",75302.3,"£13,246.47",84624.7,"£15,320.89",463464.84,"£16,538.09",515101.37,"£28,385.74",538767.14,"22,377.02",,,,,
Primary School - Templenewsam Halton  ,£0.00,0,"£11,736.59",94136.1,£0.00,0,"£4,501.78",128346.54,£0.00,0,0.00,,,,,
Primary School - The Whartons - Otley   ,"£11,462.88",63053.4,"£11,182.16",66485.2,"£3,782.79",109317.38,"£3,584.25",99242.08,"£15,245.67",172370.78,"16,889.20",,,,,
Primary School - Thorner Church of England  ,£0.00,0,"£4,394.09",31657,£0.00,0,£897.40,38819.86,£0.00,0,0.00,,,,,
Primary School - Thorpe  ,"£12,918.25",72579.8,"£11,761.78",71991.8,"£4,673.07",134647.41,"£5,257.81",150655.77,"£17,591.32",207227.21,"19,506.01",,,,,
Primary School - Tranmere Park  ,"£19,779.50",112244.7,"£16,329.12",98960,"£5,649.17",216479.53,"£5,903.41",192355.89,"£25,428.67",328724.23,"29,843.76",,,,,
Primary School - Valley View Community  ,"£16,310.22",94953.3,"£18,878.90",119473.2,"£8,758.39",260662.51,"£8,690.19",246785.11,"£25,068.61",355615.81,"26,059.23",,,,,
Primary School - Waterloo   ,£0.00,0,-£117.46,0,,,,,£0.00,0,0.00,,,,,
Primary School - Weetwood  ,"£13,558.03",76508.7,"£10,806.26",75153.1,"£10,032.33",294093.8,"£10,656.77",336056.31,"£23,590.36",370602.5,"21,605.03",,,,,
Primary School - West End  ,"£12,945.49",73901.7,"£12,425.48",77941.7,"£8,927.93",242330.35,"£9,920.53",310249.98,"£21,873.42",316232.05,"20,713.07",,,,,
Primary School - Westbrook Lane  ,"£13,224.82",73974.5,"£10,208.30",62081.1,"£6,333.34",188371.27,"£6,389.13",184405.55,"£19,558.16",262345.77,"20,201.66",,,,,
Primary School - Westgate  ,"£8,585.53",48030.5,"£8,234.31",50257.8,"£6,126.38",181609.05,"£4,130.75",99233.76,"£14,711.91",229639.55,"13,528.09",,,,,
Primary School - Westwood  ,"£14,710.27",100686.5,"£13,398.40",98156.6,"£5,406.51",208559.75,"£5,561.96",202018.64,"£20,116.78",309246.25,"26,839.91",,,,,
Primary School - Wetherby St James Church of England Primary and Nursery  ,"£8,707.18",57842.9,"£6,297.33",44155.4,"£5,001.48",192929.19,"£6,361.78",249513.2,"£13,708.66",250772.09,"15,806.35",,,,,
Primary School - Whingate  ,"£25,277.72",147453.4,"£21,432.19",136438.5,"£8,972.78",284000.44,"£8,000.11",236713.61,"£34,250.50",431453.84,"39,522.05",,,,,
Primary School - Whinmoor St Pauls Church of England  ,"£9,023.01",58613.1,"£10,953.21",78279,"£5,694.64",215771.92,"£5,416.57",178309.81,"£14,717.65",274385.02,"16,144.81",,,,,
Primary School - White Laithe  ,"£13,277.99",74229.3,"£12,348.94",75520.4,"£5,593.86",215129,"£5,967.19",223661.52,"£18,871.85",289358.3,"20,115.72",,,,,
Primary School - Whitecote  ,"£19,729.31",116918.1,"£16,488.49",120146.1,"£8,857.92",260409.86,"£8,832.75",253540.97,"£28,587.23",377327.96,"31,693.76",,,,,
Primary School - Whitkirk  ,£0.00,0,"£13,268.72",108594,£0.00,0,"£3,581.75",132318.21,£0.00,0,0.00,,,,,
Primary School - Wigton Moor  ,"£17,573.29",105143.5,"£18,601.31",108908.3,"£11,038.24",289412.03,"£10,419.71",287468.1,"£28,611.53",394555.53,"29,129.57",,,,,
Primary School - Windmill  ,"£31,777.16",193246.9,"£31,515.50",218136.6,"£25,083.51",694145.06,"£26,133.86",802912.07,"£56,860.67",887391.96,"54,517.97",,,,,
Primary School - Woodlesford  ,"£19,492.89",117968.1,"£18,583.41",118031.6,"£8,841.31",265296.49,"£9,223.34",281725.26,"£28,334.20",383264.59,"31,958.75",,,,,
Primary School - Wykebeck  ,"£20,160.92",122747.3,"£18,313.49",130758.2,"£8,708.08",245520.47,"£9,231.45",263028.01,"£28,869.00",368267.77,"33,153.10",,,,,
Primary School - Yeadon Westfield Infants  ,"£17,672.88",104327.5,"£17,305.33",108768.4,"£4,709.34",168235.49,"£4,788.28",162634.32,"£22,382.22",272562.99,"27,628.13",,,,,
Primary School - Yeadon Westfield Juniors  ,"£15,789.75",88385,"£13,197.20",79425.1,"£6,771.26",267987.6,"£6,532.08",241305.16,"£22,561.01",356372.6,"23,974.44",,,,,
Public Convenience - Bramley Town Street  ,£640.00,3605.6,£636.13,3889.3,,,,,£640.00,3605.6,921.59,,,,,
Public Convenience - Canal Gardens  ,£114.11,0,£437.56,1150.2,,,,,£114.11,0,0.00,,,,,
Public Convenience - Drighlington Park  ,£467.84,2422.7,£469.77,2506.4,,,,,£467.84,2422.7,619.24,,,,,
Public Convenience - Grove Hill Park  ,"£1,048.13",6339.6,"£1,110.59",7293.1,,,,,"£1,048.13",6339.6,"1,620.40",,,,,
Public Convenience - High Street - Boston Spa  ,£294.90,1124.9,£278.77,1124.6,,,,,£294.90,1124.9,287.52,,,,,
Public Convenience - Horsforth Hall Park  ,"£1,103.73",6883.8,"£1,028.76",6726.1,,,,,"£1,103.73",6883.8,"1,759.50",,,,,
Public Convenience - Hyde Park  ,£580.61,3128.1,£602.22,3580.8,,,,,£580.61,3128.1,799.54,,,,,
Public Convenience - Kirkgate Market  ,£159.04,0,£127.12,0,,,,,£159.04,0,0.00,,,,,
Public Convenience - Ledston Luck Disabled Toilet  ,£697.14,4045.4,£595.38,3694.2,,,,,£697.14,4045.4,"1,034.00",,,,,
Public Convenience - Little Fountain Street  ,£319.97,1342.4,£166.72,382,,,,,£319.97,1342.4,343.12,,,,,
Public Convenience - Marsh Street - Rothwell  ,£114.30,0,£115.29,0,,,,,£114.30,0,0.00,,,,,
Public Convenience - Tarnfield Park  ,"£2,042.07",11804.3,"£1,687.02",10868.6,,,,,"£2,042.07",11804.3,"3,017.18",,,,,
Public Convenience - The Shambles  ,£812.83,4822.3,£583.54,3336.9,,,,,£812.83,4822.3,"1,232.58",,,,,
Public Convenience - Wharfemeadows Park  ,-£115.22,0,£0.00,0,,,,,-£115.22,0,0.00,,,,,
Pupil Referral Unit - Burley Park Centre  ,"£4,559.74",25731.5,£0.00,0,£954.75,10563.69,£0.00,0,"£5,514.49",36295.19,"6,772.01",,,,,
Schools - Academy PFI Primary - Methley  ,"£44,808.20",135655.5,"£22,685.58",172114.6,"£4,596.25",170470.99,"£5,120.18",161538.28,"£49,404.45",306126.49,"35,612.47",,,,,
Schools - Academy PFI Secondary - Rodillian   ,"£215,489.04",1315258,"£73,416.44",481600.3,"£30,232.92",868618.81,"£14,002.74",419928.5,"£245,721.96",2183876.81,"342,355.93",,,,,
Schools - Academy PFI Secondary - Swallow Hill Community College  ,"£137,381.10",834975,"£47,222.40",306882.3,"£22,830.64",632197.06,"£10,753.47",322152.62,"£160,211.74",1467172.06,"218,083.45",,,,,
Schools - PFI Primary - East Ardsley  ,"£17,724.35",129807.7,"£18,844.74",135772,"£5,820.43",219454.24,"£5,820.10",204879.49,"£23,544.78",349261.94,"34,367.85",,,,,
Schools - PFI Primary School - Cookridge  ,"£18,847.83",133409.8,"£25,919.71",217751,"£4,372.18",149699.72,"£4,892.31",164661.68,"£23,220.01",283109.52,"34,992.69",,,,,
Schools - PFI Primary School - Kippax Ash Tree  ,"£17,021.71",117764,"£15,806.35",127846,"£5,456.19",209720.76,"£7,095.31",196270.95,"£22,477.90",327484.76,"31,215.07",,,,,
Schools - PFI Primary School - Lower Wortley  ,"£24,155.56",137794.7,"£20,065.25",154354.3,"£7,812.56",234076.57,"£7,935.30",230539.28,"£31,968.12",371871.27,"36,816.28",,,,,
Schools - PFI Primary School - Pudsey Bolton Royd  ,"£24,682.22",136133.4,"£24,454.18",180762,"£10,405.48",305199.21,"£10,280.86",315906.77,"£35,087.70",441332.61,"36,921.33",,,,,
Schools - PFI Primary School - Rawdon Littlemoor  ,"£16,812.05",110447.7,"£17,060.66",146442.4,"£5,875.52",220397.09,"£6,572.72",249838.6,"£22,687.57",330844.79,"29,430.68",,,,,
Schools - PFI Primary School - Rothwell Primary & Nursery  ,"£20,819.16",118403.6,"£19,873.24",146973.5,"£5,418.98",152454.67,"£5,567.29",149437.46,"£26,238.14",270858.27,"31,370.95",,,,,
Schools - PFI Primary School - Rufford Park  ,"£19,529.68",103242.9,"£18,714.79",137669.6,"£5,926.35",226200.48,"£6,579.52",217991.09,"£25,456.03",329443.38,"27,599.52",,,,,
Schools - PFI Primary School - St Margarets Church of England  ,"£19,811.64",134790.4,"£21,550.44",155964,"£8,400.34",328823.21,"£8,526.80",309706.04,"£28,211.98",463613.61,"36,168.45",,,,,
Schools - PFI Secondary - Allerton  ,"£153,274.45",903733.6,"£56,446.34",365009.9,"£26,061.50",747622.96,"£14,393.30",443865.9,"£179,335.95",1651356.56,"236,318.15",,,,,
Schools - PFI Secondary - Allerton Grange  ,"£168,963.90",1025545,"£57,939.67",376087.2,"£27,216.21",828220.44,"£11,297.96",335201.39,"£196,180.11",1853765.44,"267,689.03",,,,,
Schools - PFI Secondary - Pudsey Grangefield  ,"£113,667.09",831830.8,"£38,353.04",297310.5,"£20,415.35",729022.38,"£10,050.76",351061.33,"£134,082.44",1560853.18,"216,786.40",,,,,
Secondary School - Benton Park High  ,"£87,063.87",557802,"£91,043.35",596537.1,"£51,205.62",1655585.01,"£40,016.22",1270668.58,"£138,269.49",2213387.01,"153,034.48",,,,,
Secondary School - Boston Spa  ,£0.00,0,"£33,112.10",229087,£0.00,0,"£14,829.10",535788.97,£0.00,0,0.00,,,,,
Secondary School - Corpus Christi Roman Catholic College  ,"£67,935.15",523880.3,"£75,054.30",566240.3,"£18,881.91",706955.46,"£22,431.49",870498.01,"£86,817.06",1230835.76,"137,761.00",,,,,
Secondary School - Guiseley   ,"£65,107.00",476489.1,"£66,567.89",517567.6,"£36,532.67",1561790.74,"£35,794.23",1450625.05,"£101,639.67",2038279.84,"129,253.51",,,,,
Secondary School - Leeds West City Learning Centre  ,"£8,176.06",50119.4,"£8,960.97",56159,£904.82,30629.12,£849.51,24489,"£9,080.88",80748.52,"12,995.36",,,,,
Secondary School - Mount St Marys Roman Catholic High  ,"£75,501.99",554149.4,"£68,206.09",519569.8,"£14,204.84",518125.94,"£15,304.32",555959.82,"£89,706.83",1072275.34,"144,542.35",,,,,
Secondary School - North East City Learning Centre  ,"£7,360.21",44362.4,"£12,107.95",77044.6,"£3,194.21",98761.72,"£3,392.59",113208.39,"£10,554.42",143124.12,"11,991.54",,,,,
Secondary School - Priesthorpe Sports Specialist College  ,£0.00,0,"-£1,592.57",0,,,,,£0.00,0,0.00,,,,,
Secondary School - Roundhay  ,"£34,009.70",206435.2,"£30,657.55",197551.4,"£47,331.68",1280712.61,"£14,809.70",476985.11,"£81,341.38",1487147.81,"62,433.75",,,,,
Secondary School - Royds Specialist Language College  ,"£63,380.20",476863.3,"£57,862.96",446750.9,"£33,669.04",1254630.86,"£39,371.61",1478857.61,"£97,049.24",1731494.16,"128,764.17",,,,,
Secondary School - Temple Moor Alternative Provision - ELECT  ,"£3,359.05",22409.4,"£3,408.88",24297.9,£0.00,0,"£1,444.37",40452.58,"£3,359.05",22409.4,"5,727.84",,,,,
Secondary School - Temple Moor Science College  ,£0.00,0,"£63,295.24",492459.1,£0.00,0,"£22,453.46",980117.18,£0.00,0,0.00,,,,,
Secondary School - Wetherby High  ,"£59,276.57",410570.4,"£56,951.52",436595.7,"£33,877.99",1300713.4,"£40,068.85",1479939.96,"£93,154.56",1711283.8,"111,862.39",,,,,
Secure Unit - Adel Beck Secure Childrens Home  ,"£139,876.08",905350.9,"£137,205.38",897901.2,"£20,652.34",679736.73,"£16,111.25",510902.13,"£160,528.42",1585087.63,"235,626.55",,,,,
Sheltered Housing - 1 - 6 Linfoot Court  ,£499.17,2594.4,£465.60,2540,,,,,£499.17,2594.4,663.13,,,,,
Sheltered Housing - 33 Grove Road  ,"£1,933.13",11597.5,"£1,871.03",11642.1,"£1,671.53",49163.44,"£1,687.16",48345.11,"£3,604.66",60760.94,"3,305.78",,,,,
Sheltered Housing - 38 - 44 Easdale Crescent  ,"£2,850.33",15209.3,"£2,498.32",14794.5,,,,,"£2,850.33",15209.3,"3,887.50",,,,,
Sheltered Housing - 7 - 12 Linfoot Court  ,£495.21,2572,£468.84,2561.5,,,,,£495.21,2572,657.40,,,,,
Sheltered Housing - Arthington Court  ,"£3,468.30",27971.8,"£3,406.34",26313,"£5,948.76",176152.81,"£5,782.47",168324.04,"£9,417.06",204124.61,"8,364.80",,,,,
Sheltered Housing - Ashlea Court  ,"£8,815.79",64325.8,"£9,864.40",66136.5,"£3,098.64",107207.92,"£4,201.44",155109.23,"£11,914.43",171533.72,"17,074.66",,,,,
Sheltered Housing - Atlanta Street  ,£726.69,4209,£762.60,4777.5,£490.63,12518.92,£730.61,22388.33,"£1,217.32",16727.92,"1,176.05",,,,,
Sheltered Housing - Belle Vue Estate  ,"£1,137.61",7029.7,"£1,051.76",6921,£826.26,26541.76,£940.22,29657.2,"£1,963.87",33571.46,"1,965.58",,,,,
Sheltered Housing - Bennett Court  ,"£9,283.14",63215.4,"£12,601.16",79233.8,"£11,427.69",489258.24,"£11,878.85",453433.9,"£20,710.83",552473.64,"18,492.30",,,,,
Sheltered Housing - Billing View  ,"£1,742.00",10680.2,"£1,673.33",10618.2,"£1,015.53",31215.63,"£1,095.36",34914.32,"£2,757.53",41895.83,"2,937.31",,,,,
Sheltered Housing - Broadfields  ,£456.85,1453.5,£435.32,1492.4,,,,,£456.85,1453.5,371.51,,,,,
Sheltered Housing - Brookleigh  ,"£5,394.52",30638.3,"£4,789.76",29323.5,"£8,410.87",365036.79,"£7,996.95",328193.65,"£13,805.39",395675.09,"9,549.32",,,,,
Sheltered Housing - Burley Greenhows  ,£919.55,5508,£904.93,5856.4,£777.55,23835.76,£953.76,29881.83,"£1,697.10",29343.76,"1,566.68",,,,,
Sheltered Housing - Burnsall Court Multistorey  ,"£13,819.98",96461.6,"£15,413.39",96558.7,,,,,"£13,819.98",96461.6,"24,655.58",,,,,
Sheltered Housing - Cardinal Court  ,"£13,923.22",104058.8,"£15,142.97",102367.4,"£13,068.05",525985.14,"£12,439.45",480889.17,"£26,991.27",630043.94,"29,266.97",,,,,
Sheltered Housing - Church Lane  ,£79.62,95.1,£127.33,101.8,,,,,£79.62,95.1,24.31,,,,,
Sheltered Housing - Claremont  ,"£6,373.43",38026.2,"£6,211.80",39336.6,"£2,573.51",74502.21,"£2,566.49",72945.38,"£8,946.94",112528.41,"10,245.21",,,,,
Sheltered Housing - Crescent Grange Multistorey  ,"£18,122.26",132682.9,"£16,155.60",114374.1,,,,,"£18,122.26",132682.9,"33,913.75",,,,,
Sheltered Housing - Cross Hills Court  ,"£13,617.23",78343.4,"£13,050.04",82220.7,"£13,040.15",566176.8,"£13,609.20",556245.72,"£26,657.38",644520.2,"22,688.41",,,,,
Sheltered Housing - Cross Ingram Street  ,£712.54,4018.6,£648.77,3820.1,£484.69,15237.38,£619.34,18748.5,"£1,197.23",19255.98,"1,126.17",,,,,
Sheltered Housing - Dawsons Corner  ,"£5,840.07",38111.4,"£5,108.77",36874.5,,,,,"£5,840.07",38111.4,"9,741.27",,,,,
Sheltered Housing - Dulverton Court  ,"£11,058.79",60749.6,"£8,918.93",53175.8,"£2,042.92",57897.1,"£2,013.93",56940.48,"£13,101.71",118646.7,"15,944.93",,,,,
Sheltered Housing - Ellerby Lane  ,"£1,782.24",10599.3,"£1,911.37",12003.7,"£1,069.32",40809.53,£378.03,9964.46,"£2,851.56",51408.83,"2,927.62",,,,,
Sheltered Housing - Eltham Court   ,"£4,810.26",35725.2,"£5,630.81",36279.8,"£4,175.80",162411.57,"£4,487.73",155461.92,"£8,986.06",198136.77,"9,984.39",,,,,
Sheltered Housing - Fairview  ,£140.34,0,£9.85,0,,,,,£140.34,0,0.00,,,,,
Sheltered Housing - Farrar Lane  ,"£6,297.52",38595.4,"£6,327.72",40922.4,"£10,468.82",453832.49,"£10,056.20",430566.74,"£16,766.34",492427.89,"12,003.55",,,,,
Sheltered Housing - Halliday Court  ,"£9,756.82",67197.1,"£10,424.39",68531.9,"£24,447.99",1042229.81,"£27,339.88",1110353.8,"£34,204.81",1109426.91,"22,169.81",,,,,
Sheltered Housing - High Ridge Court  ,"£1,428.63",8983.9,"£1,433.48",9717.5,"£1,608.10",49346.09,"£1,485.60",42458.12,"£3,036.73",58329.99,"2,624.79",,,,,
Sheltered Housing - Hollins Grove  ,"£5,185.89",28592.8,"£4,697.34",28535.5,"£8,258.35",322810.63,"£8,632.60",311113.71,"£13,444.24",351403.43,"8,995.34",,,,,
Sheltered Housing - John Rylie  ,£826.86,4752.2,£758.70,4772,£314.44,159.85,£552.43,3655.07,"£1,141.30",4912.05,"1,278.90",,,,,
Sheltered Housing - Leacroft  ,£103.77,0,£438.01,2301.6,,,,,£103.77,0,0.00,,,,,
Sheltered Housing - Lovell Park Court  ,"£9,124.56",64546.3,"£10,631.62",66303.9,"£2,284.08",83339.87,"£2,620.36",86639.91,"£11,408.64",147886.17,"16,964.63",,,,,
Sheltered Housing - Mason House  ,"£1,466.63",8532.5,"£1,193.71",7036.4,"£1,544.39",38207.44,"£1,608.36",47803.34,"£3,011.02",46739.94,"2,496.39",,,,,
Sheltered Housing - Middlecross  ,"£1,074.55",6620,£865.70,5545.2,,,,,"£1,074.55",6620,"1,692.07",,,,,
Sheltered Housing - Middleton Park Court  ,"£8,910.15",64749.6,"£9,134.68",62761.2,"£3,429.65",130791.04,"£3,506.16",123523.43,"£12,339.80",195540.64,"17,250.61",,,,,
Sheltered Housing - Midland House  ,"£4,790.13",26279.1,"£4,737.16",28175.2,"£8,000.96",316848.07,"£7,942.03",313579.26,"£12,791.09",343127.17,"8,351.37",,,,,
Sheltered Housing - Moorhaven Court  ,"£1,882.89",11195.7,"£1,880.63",11903.5,£512.11,17061.72,£579.59,20837.09,"£2,395.00",28257.42,"2,966.23",,,,,
Sheltered Housing - Mount Pleasant  ,"£2,975.72",21404.5,"£4,069.45",27403.4,"£20,533.76",881322.07,"£21,740.06",882636.85,"£23,509.48",902726.57,"9,665.63",,,,,
Sheltered Housing - Myerscroft Intercom  ,£582.52,3178.3,£608.20,3629,,,,,£582.52,3178.3,812.37,,,,,
Sheltered Housing - Naburn Court  ,"£8,433.77",60441.6,"£9,326.84",61814.1,"£6,764.29",275150.13,"£6,958.47",275327.73,"£15,198.06",335591.73,"16,830.68",,,,,
Sheltered Housing - Northcotes  ,£934.22,5203,£484.45,2741.8,£449.56,11315.7,£458.05,11101.11,"£1,383.78",16518.7,"1,421.72",,,,,
Sheltered Housing - Phil May Court  ,"£3,891.67",21472.4,"£4,124.23",25469.3,,,,,"£3,891.67",21472.4,"5,488.35",,,,,
Sheltered Housing - Queensview Multistorey  ,"£21,438.17",131890.7,"£20,829.51",143035.4,,,,,"£21,438.17",131890.7,"33,711.26",,,,,
Sheltered Housing - Royds Court  ,"£4,194.43",22682.2,"£3,964.62",23272,"£1,432.51",45716.69,"£1,677.43",58481.25,"£5,626.94",68398.89,"6,090.20",,,,,
Sheltered Housing - Rycroft Green  ,"£15,533.25",81787.3,"£13,562.23",76462.2,,,,,"£15,533.25",81787.3,"20,904.83",,,,,
Sheltered Housing - Sherburn Court  ,"£20,049.53",144615.7,"£18,864.13",126967.5,,,,,"£20,049.53",144615.7,"36,963.77",,,,,
Sheltered Housing - Sir Karl Cohen Square  ,"£2,740.53",21705,"£3,301.68",22694.8,"£3,377.54",128205.27,"£6,491.82",204492.74,"£6,118.07",149910.27,"6,237.76",,,,,
Sheltered Housing - St Augustines Court  ,"£14,732.45",80869.1,"£11,958.46",71243.8,"£7,380.30",306315.83,"£7,095.77",269136.32,"£22,112.75",387184.93,"22,177.79",,,,,
Sheltered Housing - St Matthias Court  ,"£5,241.03",38322.1,"£6,034.92",39376.9,"£2,077.19",76571.71,"£2,078.96",67157.91,"£7,318.22",114893.81,"10,219.46",,,,,
Sheltered Housing - Stanningley Court  ,"£8,784.18",63744.7,"£10,525.26",68044.9,"£4,049.43",159738.45,"£4,399.55",159274.84,"£12,833.61",223483.15,"17,120.36",,,,,
Sheltered Housing - Stoney Rock Court   ,"£9,578.03",67740.5,"£10,726.79",68928.3,"£3,567.52",135798.14,"£3,847.37",132835.98,"£13,145.55",203538.64,"18,043.24",,,,,
Sheltered Housing - Supported Housing - 17 Prosper Street  ,£759.51,4331.7,£720.60,4934.5,£238.54,8326.98,£277.74,10746.84,£998.05,12658.68,"1,155.91",,,,,
Sheltered Housing - Supported Housing - 18 Prosper Street  ,£957.90,5742.8,£557.46,3314.5,£225.16,6986,£245.23,7858.32,"£1,183.06",12728.8,"1,513.86",,,,,
Sheltered Housing - Supported Housing - 19 Prosper Street  ,£847.54,5104.5,£814.46,5201.9,£90.56,994.6,£147.41,3987.41,£938.10,6099.1,"1,323.21",,,,,
Sheltered Housing - Supported Living - 27 Moorland Drive  ,"£1,485.41",9235,"£1,401.30",9292.2,"£2,053.44",58194.08,"£2,039.04",57507.83,"£3,538.85",67429.08,"2,779.94",,,,,
Sheltered Housing - Temple Lawn  ,£708.19,4123.4,£635.91,3847.3,"£4,994.70",117117.91,"£8,492.03",254624,"£5,702.89",121241.31,"2,074.26",,,,,
Sheltered Housing - The Crescent  ,£658.68,3703.3,£456.93,2642,£644.01,22683.05,£603.17,19674.84,"£1,302.69",26386.35,"1,078.12",,,,,
Sheltered Housing - The Elders  ,"£2,570.14",16345.5,"£2,581.25",18148.4,,,,,"£2,570.14",16345.5,"4,177.91",,,,,
Sheltered Housing - The Grove  ,"£7,211.15",52141.3,"£7,837.74",51886,"£7,252.98",306431.14,"£7,555.78",308807.7,"£14,464.13",358572.44,"14,808.96",,,,,
Sheltered Housing - The Willows  ,£125.11,27.3,£116.41,22.4,"£2,416.56",64793.87,"£2,433.93",62738.58,"£2,541.67",64821.17,500.63,,,,,
